Position	ENSG.ID	Gene.type	Gene.name	Chromosome	ENSP.ID	stat	enr
10003	ENSG00000224877	protein_coding	NDUFAF8	17	ENSP00000400184	9975	247
10004	ENSG00000132464	protein_coding	ENAM	4	ENSP00000379383	9974	247
10005	ENSG00000108848	protein_coding	LUC7L3	17	ENSP00000425092	9973	247
10006	ENSG00000114480	protein_coding	GBE1	3	ENSP00000410833	9972	247
10007	ENSG00000146006	protein_coding	LRRTM2	5	ENSP00000274711	9971	247
10008	ENSG00000186222	protein_coding	BLOC1S4	4	ENSP00000318128	9970	247
10009	ENSG00000086289	protein_coding	EPDR1	7	ENSP00000199448	9969	247
10010	ENSG00000156689	protein_coding	GLYATL2	11	ENSP00000287275	9968	247
10011	ENSG00000120756	protein_coding	PLS1	3	ENSP00000336831	9967	247
10012	ENSG00000157212	protein_coding	PAXIP1	7	ENSP00000384048	9966	247
10013	ENSG00000224051	protein_coding	CPTP	1	ENSP00000343890	9965	247
10014	ENSG00000006007	protein_coding	GDE1	16	ENSP00000261386	9964	247
10015	ENSG00000125618	protein_coding	PAX8	2	ENSP00000263334	9963	247
10016	ENSG00000167633	protein_coding	KIR3DL1	19	ENSP00000375608	9962	247
10017	ENSG00000176531	protein_coding	PHLDB3	19	ENSP00000292140	9961	247
10018	ENSG00000174842	protein_coding	GLMN	1	ENSP00000359385	9960	247
10019	ENSG00000173660	protein_coding	UQCRH	1	ENSP00000309565	9959	247
10020	ENSG00000166398	protein_coding	GARRE1	19	ENSP00000299505	9958	247
10021	ENSG00000118816	protein_coding	CCNI	4	ENSP00000237654	9957	247
10022	ENSG00000160094	protein_coding	ZNF362	1	ENSP00000446335	9956	247
10023	ENSG00000157240	protein_coding	FZD1	7	ENSP00000287934	9955	247
10024	ENSG00000176248	protein_coding	ANAPC2	9	ENSP00000314004	9954	247
10025	ENSG00000166897	protein_coding	ELFN2	22	ENSP00000385277	9953	247
10026	ENSG00000178104	protein_coding	PDE4DIP	1	ENSP00000358363	9952	247
10027	ENSG00000111783	protein_coding	RFX4	12	ENSP00000350552	9951	247
10028	ENSG00000228789	protein_coding	HCG22	6	NA	9950	247
10029	ENSG00000137547	protein_coding	MRPL15	8	ENSP00000260102	9949	247
10030	ENSG00000182568	protein_coding	SATB1	3	ENSP00000399518	9948	247
10031	ENSG00000077684	protein_coding	JADE1	4	ENSP00000226319	9947	247
10032	ENSG00000164099	protein_coding	PRSS12	4	ENSP00000296498	9946	247
10033	ENSG00000087448	protein_coding	KLHL42	12	ENSP00000370671	9945	247
10034	ENSG00000182175	protein_coding	RGMA	15	ENSP00000452126	9944	247
10035	ENSG00000140264	protein_coding	SERF2	15	ENSP00000387187	9943	247
10036	ENSG00000162869	protein_coding	PPP1R21	2	ENSP00000294952	9942	247
10037	ENSG00000164715	protein_coding	LMTK2	7	ENSP00000297293	9941	247
10038	ENSG00000105737	protein_coding	GRIK5	19	ENSP00000262895	9940	247
10039	ENSG00000243943	protein_coding	ZNF512	2	ENSP00000347648	9939	247
10040	ENSG00000182372	protein_coding	CLN8	8	ENSP00000328182	9938	247
10041	ENSG00000146216	protein_coding	TTBK1	6	ENSP00000259750	9937	247
10042	ENSG00000082701	protein_coding	GSK3B	3	ENSP00000324806	9936	247
10043	ENSG00000126890	protein_coding	CTAG2	X	ENSP00000247306	9935	247
10044	ENSG00000151136	protein_coding	ABTB3	12	ENSP00000280758	9934	247
10045	ENSG00000127922	protein_coding	SEM1	7	ENSP00000481021	9933	247
10046	ENSG00000175868	protein_coding	CALCB	11	ENSP00000433490	9932	247
10047	ENSG00000124782	protein_coding	RREB1	6	ENSP00000369270	9931	247
10048	ENSG00000124749	protein_coding	COL21A1	6	ENSP00000244728	9930	247
10049	ENSG00000140557	protein_coding	ST8SIA2	15	ENSP00000268164	9929	247
10050	ENSG00000168826	protein_coding	ZBTB49	4	ENSP00000338807	9928	247
10051	ENSG00000204616	protein_coding	TRIM31	6	ENSP00000365924	9927	247
10052	ENSG00000158486	protein_coding	DNAH3	16	ENSP00000261383	9926	247
10053	ENSG00000188739	protein_coding	RBM34	1	ENSP00000386226	9925	247
10054	ENSG00000198732	protein_coding	SMOC1	14	ENSP00000355110	9924	247
10055	ENSG00000204310	protein_coding	AGPAT1	6	ENSP00000378877	9923	247
10056	ENSG00000107560	protein_coding	RAB11FIP2	10	ENSP00000347839	9922	247
10057	ENSG00000237693	protein_coding	IRGM	5	ENSP00000428220	9921	247
10058	ENSG00000137494	protein_coding	ANKRD42	11	ENSP00000377051	9920	247
10059	ENSG00000177508	protein_coding	IRX3	16	ENSP00000331608	9919	247
10060	ENSG00000119242	protein_coding	CCDC92	12	ENSP00000238156	9918	247
10061	ENSG00000010319	protein_coding	SEMA3G	3	ENSP00000231721	9917	247
10062	ENSG00000169894	protein_coding	MUC3A	7	ENSP00000368771	9916	247
10063	ENSG00000141401	protein_coding	IMPA2	18	ENSP00000269159	9915	247
10064	ENSG00000074621	protein_coding	SLC24A1	15	ENSP00000261892	9914	247
10065	ENSG00000179059	protein_coding	ZFP42	4	ENSP00000317686	9913	247
10066	ENSG00000135968	protein_coding	GCC2	2	ENSP00000307939	9912	247
10067	ENSG00000134440	protein_coding	NARS1	18	ENSP00000256854	9911	247
10068	ENSG00000176490	protein_coding	DIRAS1	19	ENSP00000325836	9910	247
10069	ENSG00000198887	protein_coding	SMC5	9	ENSP00000354957	9909	247
10070	ENSG00000128040	protein_coding	SPINK2	4	ENSP00000425961	9908	247
10071	ENSG00000196296	protein_coding	ATP2A1	16	ENSP00000349595	9907	247
10072	ENSG00000120159	protein_coding	CAAP1	9	ENSP00000369431	9906	247
10073	ENSG00000135999	protein_coding	EPC2	2	ENSP00000258484	9905	247
10074	ENSG00000182256	protein_coding	GABRG3	15	ENSP00000479113	9904	247
10075	ENSG00000165917	protein_coding	RAPSN	11	ENSP00000298854	9903	247
10076	ENSG00000141437	protein_coding	SLC25A52	18	ENSP00000372612	9902	247
10077	ENSG00000147036	protein_coding	LANCL3	X	ENSP00000367882	9901	247
10078	ENSG00000156222	protein_coding	SLC28A1	15	ENSP00000378074	9900	247
10079	ENSG00000172379	protein_coding	ARNT2	15	ENSP00000307479	9899	247
10080	ENSG00000105732	protein_coding	ZNF574	19	ENSP00000469029	9898	247
10081	ENSG00000143862	protein_coding	ARL8A	1	ENSP00000272217	9897	247
10082	ENSG00000143420	protein_coding	ENSA	1	ENSP00000341743	9896	247
10083	ENSG00000196781	protein_coding	TLE1	9	ENSP00000365682	9895	247
10084	ENSG00000092108	protein_coding	SCFD1	14	ENSP00000390783	9894	247
10085	ENSG00000173093	protein_coding	CCDC63	12	ENSP00000312399	9893	247
10086	ENSG00000038382	protein_coding	TRIO	5	ENSP00000339299	9892	247
10087	ENSG00000074071	protein_coding	MRPS34	16	ENSP00000177742	9891	247
10088	ENSG00000135253	protein_coding	KCP	7	ENSP00000479679	9890	247
10089	ENSG00000125633	protein_coding	CCDC93	2	ENSP00000365477	9889	247
10090	ENSG00000004487	protein_coding	KDM1A	1	ENSP00000383042	9888	247
10091	ENSG00000181322	protein_coding	NME9	3	ENSP00000372667	9887	247
10092	ENSG00000058729	protein_coding	RIOK2	5	ENSP00000283109	9886	247
10093	ENSG00000184221	protein_coding	OLIG1	21	ENSP00000371785	9885	247
10094	ENSG00000123983	protein_coding	ACSL3	2	ENSP00000350012	9884	247
10095	ENSG00000211452	protein_coding	DIO1	1	ENSP00000354643	9883	247
10096	ENSG00000042429	protein_coding	MED17	11	ENSP00000251871	9882	247
10097	ENSG00000131379	protein_coding	C3orf20	3	ENSP00000253697	9881	247
10098	ENSG00000113212	protein_coding	PCDHB7	5	ENSP00000231137	9880	247
10099	ENSG00000196123	protein_coding	MATCAP1	16	ENSP00000290881	9879	247
10100	ENSG00000136715	protein_coding	SAP130	2	ENSP00000350333	9878	247
10101	ENSG00000205560	protein_coding	CPT1B	22	ENSP00000379011	9877	247
10102	ENSG00000186010	protein_coding	NDUFA13	19	ENSP00000423673	9876	247
10103	ENSG00000076604	protein_coding	TRAF4	17	ENSP00000262395	9875	247
10104	ENSG00000179172	protein_coding	HNRNPCL1	1	ENSP00000479365	9874	247
10105	ENSG00000274290	protein_coding	H2BC6	6	ENSP00000483237	9873	247
10106	ENSG00000118420	protein_coding	UBE3D	6	ENSP00000358762	9872	247
10107	ENSG00000162396	protein_coding	PARS2	1	ENSP00000360327	9871	247
10108	ENSG00000162069	protein_coding	BICDL2	16	ENSP00000459043	9870	247
10109	ENSG00000169733	protein_coding	RFNG	17	ENSP00000307971	9869	247
10110	ENSG00000158516	protein_coding	CPA2	7	ENSP00000222481	9868	247
10111	ENSG00000135766	protein_coding	EGLN1	1	ENSP00000355601	9867	247
10112	ENSG00000128617	protein_coding	OPN1SW	7	ENSP00000249389	9866	247
10113	ENSG00000130713	protein_coding	EXOSC2	9	ENSP00000361433	9865	247
10114	ENSG00000171823	protein_coding	FBXL14	12	ENSP00000344855	9864	247
10115	ENSG00000135111	protein_coding	TBX3	12	ENSP00000257566	9863	247
10116	ENSG00000163630	protein_coding	SYNPR	3	ENSP00000418994	9862	247
10117	ENSG00000067842	protein_coding	ATP2B3	X	ENSP00000263519	9861	247
10118	ENSG00000166407	protein_coding	LMO1	11	ENSP00000338207	9860	247
10119	ENSG00000110375	protein_coding	UPK2	11	ENSP00000264031	9859	247
10120	ENSG00000122882	protein_coding	ECD	10	ENSP00000401566	9858	247
10121	ENSG00000122642	protein_coding	FKBP9	7	ENSP00000439250	9857	247
10122	ENSG00000130222	protein_coding	GADD45G	9	ENSP00000252506	9856	247
10123	ENSG00000198353	protein_coding	HOXC4	12	ENSP00000399808	9855	247
10124	ENSG00000170579	protein_coding	DLGAP1	18	ENSP00000316377	9854	247
10125	ENSG00000166411	protein_coding	IDH3A	15	ENSP00000299518	9853	247
10126	ENSG00000160256	protein_coding	SLX9	21	ENSP00000291634	9852	247
10127	ENSG00000086159	protein_coding	AQP6	12	ENSP00000477688	9851	247
10128	ENSG00000138675	protein_coding	FGF5	4	ENSP00000311697	9850	247
10129	ENSG00000184270	protein_coding	H2AC21	1	ENSP00000332790	9849	247
10130	ENSG00000198728	protein_coding	LDB1	10	ENSP00000392466	9848	247
10131	ENSG00000181826	protein_coding	RELL1	4	ENSP00000398778	9847	247
10132	ENSG00000204086	protein_coding	RPA4	X	ENSP00000362131	9846	247
10133	ENSG00000173207	protein_coding	CKS1B	1	ENSP00000311083	9845	247
10134	ENSG00000108953	protein_coding	YWHAE	17	ENSP00000264335	9844	247
10135	ENSG00000173875	protein_coding	ZNF791	19	ENSP00000342974	9843	247
10136	ENSG00000179300	protein_coding	RTL3	X	ENSP00000316794	9842	247
10137	ENSG00000171135	protein_coding	JAGN1	3	ENSP00000306106	9841	247
10138	ENSG00000142188	protein_coding	TMEM50B	21	ENSP00000439768	9840	247
10139	ENSG00000180116	protein_coding	C12orf40	12	ENSP00000317671	9839	247
10140	ENSG00000180543	protein_coding	TSPYL5	8	ENSP00000322802	9838	247
10141	ENSG00000101210	protein_coding	EEF1A2	20	ENSP00000217182	9837	247
10142	ENSG00000165684	protein_coding	SNAPC4	9	ENSP00000298532	9836	247
10143	ENSG00000119509	protein_coding	INVS	9	ENSP00000262457	9835	247
10144	ENSG00000196091	protein_coding	MYBPC1	12	ENSP00000400908	9834	247
10145	ENSG00000120948	protein_coding	TARDBP	1	ENSP00000240185	9833	247
10146	ENSG00000221823	protein_coding	PPP3R1	2	ENSP00000234310	9832	247
10147	ENSG00000176601	protein_coding	MAP3K19	2	ENSP00000365005	9831	247
10148	ENSG00000156172	protein_coding	CFAP418	8	ENSP00000286688	9830	247
10149	ENSG00000205302	protein_coding	SNX2	5	ENSP00000368831	9829	247
10150	ENSG00000169282	protein_coding	KCNAB1	3	ENSP00000419952	9828	247
10151	ENSG00000171931	protein_coding	FBXW10	17	ENSP00000379025	9827	247
10152	ENSG00000163746	protein_coding	PLSCR2	3	ENSP00000420132	9826	247
10153	ENSG00000213741	protein_coding	RPS29	14	ENSP00000379339	9825	247
10154	ENSG00000159640	protein_coding	ACE	17	ENSP00000290866	9824	248
10155	ENSG00000181873	protein_coding	IBA57	1	ENSP00000355672	9823	248
10156	ENSG00000261857	protein_coding	MIA	19	ENSP00000263369	9822	248
10157	ENSG00000149532	protein_coding	CPSF7	11	ENSP00000345412	9821	248
10158	ENSG00000071909	protein_coding	MYO3B	2	ENSP00000386213	9820	248
10159	ENSG00000115364	protein_coding	MRPL19	2	ENSP00000377486	9819	248
10160	ENSG00000136925	protein_coding	TSTD2	9	ENSP00000342499	9818	248
10161	ENSG00000106128	protein_coding	GHRHR	7	ENSP00000320180	9817	248
10162	ENSG00000053900	protein_coding	ANAPC4	4	ENSP00000426654	9816	248
10163	ENSG00000125037	protein_coding	EMC3	3	ENSP00000245046	9815	248
10164	ENSG00000111775	protein_coding	COX6A1	12	ENSP00000229379	9814	248
10165	ENSG00000141161	protein_coding	UNC45B	17	ENSP00000268876	9813	248
10166	ENSG00000109471	protein_coding	IL2	4	ENSP00000226730	9812	249
10167	ENSG00000135617	protein_coding	PRADC1	2	ENSP00000258083	9811	249
10168	ENSG00000167578	protein_coding	RAB4B	19	ENSP00000349560	9810	249
10169	ENSG00000073792	protein_coding	IGF2BP2	3	ENSP00000371634	9809	249
10170	ENSG00000133027	protein_coding	PEMT	17	ENSP00000255389	9808	249
10171	ENSG00000182771	protein_coding	GRID1	10	ENSP00000330148	9807	249
10172	ENSG00000065559	protein_coding	MAP2K4	17	ENSP00000410402	9806	249
10173	ENSG00000145293	protein_coding	ENOPH1	4	ENSP00000273920	9805	249
10174	ENSG00000196767	protein_coding	POU3F4	X	ENSP00000362296	9804	249
10175	ENSG00000170540	protein_coding	ARL6IP1	16	ENSP00000306788	9803	249
10176	ENSG00000103494	protein_coding	RPGRIP1L	16	ENSP00000369257	9802	249
10177	ENSG00000057663	protein_coding	ATG5	6	ENSP00000358072	9801	249
10178	ENSG00000185883	protein_coding	ATP6V0C	16	ENSP00000329757	9800	249
10179	ENSG00000164185	protein_coding	ZNF474	5	ENSP00000296600	9799	249
10180	ENSG00000103942	protein_coding	HOMER2	15	ENSP00000305632	9798	249
10181	ENSG00000109101	protein_coding	FOXN1	17	ENSP00000226247	9797	249
10182	ENSG00000099889	protein_coding	ARVCF	22	ENSP00000263207	9796	249
10183	ENSG00000143756	protein_coding	FBXO28	1	ENSP00000355827	9795	249
10184	ENSG00000059915	protein_coding	PSD	10	ENSP00000020673	9794	249
10185	ENSG00000077935	protein_coding	SMC1B	22	ENSP00000350036	9793	249
10186	ENSG00000059769	protein_coding	DNAJC25	9	ENSP00000320650	9792	249
10187	ENSG00000189013	protein_coding	KIR2DL4	19	ENSP00000339634	9791	249
10188	ENSG00000033030	protein_coding	ZCCHC8	12	ENSP00000438993	9790	249
10189	ENSG00000132840	protein_coding	BHMT2	5	ENSP00000255192	9789	249
10190	ENSG00000138443	protein_coding	ABI2	2	ENSP00000295851	9788	249
10191	ENSG00000078579	protein_coding	FGF20	8	ENSP00000180166	9787	249
10192	ENSG00000204538	protein_coding	PSORS1C2	6	ENSP00000259845	9786	249
10193	ENSG00000149634	protein_coding	SPATA25	20	ENSP00000361597	9785	249
10194	ENSG00000248712	protein_coding	CCDC153	11	ENSP00000423567	9784	249
10195	ENSG00000082996	protein_coding	RNF13	3	ENSP00000341361	9783	249
10196	ENSG00000196663	protein_coding	TECPR2	14	ENSP00000352510	9782	249
10197	ENSG00000166965	protein_coding	RCCD1	15	ENSP00000377801	9781	249
10198	ENSG00000167508	protein_coding	MVD	16	ENSP00000301012	9780	249
10199	ENSG00000158636	protein_coding	EMSY	11	ENSP00000433205	9779	249
10200	ENSG00000104671	protein_coding	DCTN6	8	ENSP00000221114	9778	249
10201	ENSG00000107014	protein_coding	RLN2	9	ENSP00000371040	9777	249
10202	ENSG00000178342	protein_coding	KCNG2	18	ENSP00000315654	9776	249
10203	ENSG00000119650	protein_coding	IFT43	14	ENSP00000238628	9775	249
10204	ENSG00000105341	protein_coding	DMAC2	19	ENSP00000403910	9774	249
10205	ENSG00000165416	protein_coding	SUGT1	13	ENSP00000367208	9773	249
10206	ENSG00000101421	protein_coding	CHMP4B	20	ENSP00000217402	9772	249
10207	ENSG00000105650	protein_coding	PDE4C	19	ENSP00000347689	9771	249
10208	ENSG00000119596	protein_coding	YLPM1	14	ENSP00000324463	9770	249
10209	ENSG00000137411	protein_coding	VARS2	6	ENSP00000441000	9769	249
10210	ENSG00000114638	protein_coding	UPK1B	3	ENSP00000264234	9768	249
10211	ENSG00000173928	protein_coding	SWSAP1	19	ENSP00000310008	9767	249
10212	ENSG00000179632	protein_coding	MAF1	8	ENSP00000318604	9766	249
10213	ENSG00000175106	protein_coding	TVP23C	17	ENSP00000225576	9765	249
10214	ENSG00000181963	protein_coding	OR52K2	11	ENSP00000318956	9764	249
10215	ENSG00000204560	protein_coding	DHX16	6	ENSP00000365625	9763	249
10216	ENSG00000136152	protein_coding	COG3	13	ENSP00000258654	9762	249
10217	ENSG00000227051	protein_coding	C14orf132	14	NA	9761	249
10218	ENSG00000120054	protein_coding	CPN1	10	ENSP00000359446	9760	249
10219	ENSG00000181092	protein_coding	ADIPOQ	3	ENSP00000389814	9759	250
10220	ENSG00000139180	protein_coding	NDUFA9	12	ENSP00000266544	9758	250
10221	ENSG00000177485	protein_coding	ZBTB33	X	ENSP00000314153	9757	250
10222	ENSG00000166170	protein_coding	BAG5	14	ENSP00000338814	9756	250
10223	ENSG00000142910	protein_coding	TINAGL1	1	ENSP00000271064	9755	250
10224	ENSG00000187049	protein_coding	TMEM216	11	ENSP00000440638	9754	250
10225	ENSG00000101972	protein_coding	STAG2	X	ENSP00000218089	9753	250
10226	ENSG00000174891	protein_coding	RSRC1	3	ENSP00000481697	9752	250
10227	ENSG00000167371	protein_coding	PRRT2	16	ENSP00000456226	9751	250
10228	ENSG00000111052	protein_coding	LIN7A	12	ENSP00000447488	9750	250
10229	ENSG00000137824	protein_coding	RMDN3	15	ENSP00000260385	9749	250
10230	ENSG00000020256	protein_coding	ZFP64	20	ENSP00000216923	9748	250
10231	ENSG00000115596	protein_coding	WNT6	2	ENSP00000233948	9747	250
10232	ENSG00000135775	protein_coding	COG2	1	ENSP00000355629	9746	250
10233	ENSG00000213390	protein_coding	ARHGAP19	10	ENSP00000351333	9745	250
10234	ENSG00000178217	protein_coding	SH2D4B	10	ENSP00000345295	9744	250
10235	ENSG00000136870	protein_coding	ZNF189	9	ENSP00000342019	9743	250
10236	ENSG00000188026	protein_coding	RILPL1	12	ENSP00000366070	9742	250
10237	ENSG00000108947	protein_coding	EFNB3	17	ENSP00000226091	9741	250
10238	ENSG00000112333	protein_coding	NR2E1	6	ENSP00000357979	9740	250
10239	ENSG00000123091	protein_coding	RNF11	1	ENSP00000242719	9739	250
10240	ENSG00000110888	protein_coding	CAPRIN2	12	ENSP00000298892	9738	250
10241	ENSG00000122787	protein_coding	AKR1D1	7	ENSP00000242375	9737	250
10242	ENSG00000104427	protein_coding	ZC2HC1A	8	ENSP00000263849	9736	250
10243	ENSG00000162494	protein_coding	LRRC38	1	ENSP00000365253	9735	250
10244	ENSG00000119541	protein_coding	VPS4B	18	ENSP00000238497	9734	250
10245	ENSG00000118557	protein_coding	PMFBP1	16	ENSP00000237353	9733	250
10246	ENSG00000234409	protein_coding	CCDC188	22	ENSP00000409542	9732	250
10247	ENSG00000143258	protein_coding	USP21	1	ENSP00000356981	9731	250
10248	ENSG00000160224	protein_coding	AIRE	21	ENSP00000291582	9730	250
10249	ENSG00000157851	protein_coding	DPYSL5	2	ENSP00000288699	9729	250
10250	ENSG00000187187	protein_coding	ZNF546	19	ENSP00000339823	9728	250
10251	ENSG00000179943	protein_coding	FIZ1	19	ENSP00000221665	9727	250
10252	ENSG00000091128	protein_coding	LAMB4	7	ENSP00000373433	9726	250
10253	ENSG00000150433	protein_coding	TMEM218	11	ENSP00000436596	9725	250
10254	ENSG00000179546	protein_coding	HTR1D	1	ENSP00000363748	9724	250
10255	ENSG00000145214	protein_coding	DGKQ	4	ENSP00000273814	9723	250
10256	ENSG00000132254	protein_coding	ARFIP2	11	ENSP00000484121	9722	250
10257	ENSG00000197782	protein_coding	ZNF780A	19	ENSP00000400997	9721	250
10258	ENSG00000100994	protein_coding	PYGB	20	ENSP00000216962	9720	250
10259	ENSG00000170323	protein_coding	FABP4	8	ENSP00000256104	9719	250
10260	ENSG00000106018	protein_coding	VIPR2	7	ENSP00000262178	9718	250
10261	ENSG00000165698	protein_coding	SPACA9	9	ENSP00000298546	9717	250
10262	ENSG00000117013	protein_coding	KCNQ4	1	ENSP00000262916	9716	250
10263	ENSG00000135953	protein_coding	MFSD9	2	ENSP00000258436	9715	250
10264	ENSG00000197579	protein_coding	TOPORS	9	ENSP00000353735	9714	250
10265	ENSG00000151151	protein_coding	IPMK	10	ENSP00000363046	9713	250
10266	ENSG00000145283	protein_coding	SLC10A6	4	ENSP00000273905	9712	250
10267	ENSG00000170820	protein_coding	FSHR	2	ENSP00000384708	9711	250
10268	ENSG00000156709	protein_coding	AIFM1	X	ENSP00000287295	9710	250
10269	ENSG00000102098	protein_coding	SCML2	X	ENSP00000251900	9709	250
10270	ENSG00000179526	protein_coding	SHARPIN	8	ENSP00000381698	9708	250
10271	ENSG00000099840	protein_coding	IZUMO4	19	ENSP00000378712	9707	250
10272	ENSG00000174886	protein_coding	NDUFA11	19	ENSP00000389160	9706	250
10273	ENSG00000214026	protein_coding	MRPL23	11	ENSP00000380466	9705	250
10274	ENSG00000168575	protein_coding	SLC20A2	8	ENSP00000340465	9704	250
10275	ENSG00000154227	protein_coding	CERS3	15	ENSP00000284382	9703	250
10276	ENSG00000180834	protein_coding	MAP6D1	3	ENSP00000314560	9702	250
10277	ENSG00000170561	protein_coding	IRX2	5	ENSP00000372056	9701	250
10278	ENSG00000124942	protein_coding	AHNAK	11	ENSP00000367263	9700	250
10279	ENSG00000130177	protein_coding	CDC16	13	ENSP00000353549	9699	250
10280	ENSG00000273703	protein_coding	H2BC14	6	ENSP00000477907	9698	250
10281	ENSG00000133872	protein_coding	SARAF	8	ENSP00000256255	9697	250
10282	ENSG00000089050	protein_coding	RBBP9	20	ENSP00000336866	9696	250
10283	ENSG00000005189	protein_coding	REXO5	16	ENSP00000261377	9695	250
10284	ENSG00000175573	protein_coding	C11orf68	11	ENSP00000398350	9694	250
10285	ENSG00000129214	protein_coding	SHBG	17	ENSP00000369816	9693	250
10286	ENSG00000176842	protein_coding	IRX5	16	ENSP00000378132	9692	250
10287	ENSG00000114956	protein_coding	DGUOK	2	ENSP00000264093	9691	250
10288	ENSG00000137441	protein_coding	FGFBP2	4	ENSP00000259989	9690	250
10289	ENSG00000273079	protein_coding	GRIN2B	12	ENSP00000477455	9689	250
10290	ENSG00000009413	protein_coding	REV3L	6	ENSP00000351697	9688	250
10291	ENSG00000165970	protein_coding	SLC6A5	11	ENSP00000434364	9687	250
10292	ENSG00000092203	protein_coding	TOX4	14	ENSP00000477868	9686	250
10293	ENSG00000166167	protein_coding	BTRC	10	ENSP00000359206	9685	250
10294	ENSG00000107021	protein_coding	TBC1D13	9	ENSP00000361731	9684	250
10295	ENSG00000144649	protein_coding	GASK1A	3	ENSP00000407301	9683	250
10296	ENSG00000274211	protein_coding	SOCS7	17	ENSP00000482229	9682	250
10297	ENSG00000082458	protein_coding	DLG3	X	ENSP00000363480	9681	250
10298	ENSG00000172232	protein_coding	AZU1	19	ENSP00000233997	9680	250
10299	ENSG00000109743	protein_coding	BST1	4	ENSP00000265016	9679	250
10300	ENSG00000182103	protein_coding	FAM181B	11	ENSP00000365295	9678	250
10301	ENSG00000176909	protein_coding	MAMSTR	19	ENSP00000324175	9677	250
10302	ENSG00000105707	protein_coding	HPN	19	ENSP00000262626	9676	251
10303	ENSG00000181722	protein_coding	ZBTB20	3	ENSP00000419153	9675	251
10304	ENSG00000137944	protein_coding	KYAT3	1	ENSP00000260508	9674	251
10305	ENSG00000168778	protein_coding	TCTN2	12	ENSP00000304941	9673	251
10306	ENSG00000166143	protein_coding	PPP1R14D	15	ENSP00000398342	9672	251
10307	ENSG00000154025	protein_coding	SLC5A10	17	ENSP00000379008	9671	251
10308	ENSG00000070031	protein_coding	SCT	11	ENSP00000176195	9670	251
10309	ENSG00000164619	protein_coding	BMPER	7	ENSP00000297161	9669	251
10310	ENSG00000135083	protein_coding	CCNJL	5	ENSP00000377547	9668	251
10311	ENSG00000166136	protein_coding	NDUFB8	10	ENSP00000299166	9667	251
10312	ENSG00000106804	protein_coding	C5	9	ENSP00000223642	9666	251
10313	ENSG00000105607	protein_coding	GCDH	19	ENSP00000222214	9665	251
10314	ENSG00000065665	protein_coding	SEC61A2	10	ENSP00000298428	9664	251
10315	ENSG00000138083	protein_coding	SIX3	2	ENSP00000260653	9663	251
10316	ENSG00000175874	protein_coding	CREG2	2	ENSP00000315203	9662	251
10317	ENSG00000140873	protein_coding	ADAMTS18	16	ENSP00000282849	9661	251
10318	ENSG00000203737	protein_coding	GPR52	1	ENSP00000356658	9660	251
10319	ENSG00000100889	protein_coding	PCK2	14	ENSP00000216780	9659	251
10320	ENSG00000070886	protein_coding	EPHA8	1	ENSP00000166244	9658	251
10321	ENSG00000054983	protein_coding	GALC	14	ENSP00000261304	9657	251
10322	ENSG00000185736	protein_coding	ADARB2	10	ENSP00000370713	9656	251
10323	ENSG00000122692	protein_coding	SMU1	9	ENSP00000380336	9655	251
10324	ENSG00000100823	protein_coding	APEX1	14	ENSP00000216714	9654	251
10325	ENSG00000196437	protein_coding	ZNF569	19	ENSP00000325018	9653	251
10326	ENSG00000235173	protein_coding	HGH1	8	ENSP00000321320	9652	251
10327	ENSG00000186191	protein_coding	BPIFB4	20	ENSP00000364632	9651	251
10328	ENSG00000107831	protein_coding	FGF8	10	ENSP00000321797	9650	251
10329	ENSG00000110203	protein_coding	FOLR3	11	ENSP00000481114	9649	251
10330	ENSG00000166439	protein_coding	RNF169	11	ENSP00000299563	9648	251
10331	ENSG00000197061	protein_coding	H4C3	6	ENSP00000367034	9647	251
10332	ENSG00000131174	protein_coding	COX7B	X	ENSP00000417656	9646	251
10333	ENSG00000103657	protein_coding	HERC1	15	ENSP00000390158	9645	251
10334	ENSG00000156413	protein_coding	FUT6	19	ENSP00000313398	9644	251
10335	ENSG00000000419	protein_coding	DPM1	20	ENSP00000360644	9643	251
10336	ENSG00000112761	protein_coding	CCN6	6	ENSP00000357655	9642	251
10337	ENSG00000096080	protein_coding	MRPS18A	6	ENSP00000361206	9641	251
10338	ENSG00000083642	protein_coding	PDS5B	13	ENSP00000313851	9640	251
10339	ENSG00000174672	protein_coding	BRSK2	11	ENSP00000371614	9639	251
10340	ENSG00000107140	protein_coding	TESK1	9	ENSP00000481045	9638	251
10341	ENSG00000132676	protein_coding	DAP3	1	ENSP00000357320	9637	251
10342	ENSG00000132874	protein_coding	SLC14A2	18	ENSP00000255226	9636	251
10343	ENSG00000171219	protein_coding	CDC42BPG	11	ENSP00000345133	9635	251
10344	ENSG00000130529	protein_coding	TRPM4	19	ENSP00000252826	9634	251
10345	ENSG00000112640	protein_coding	PPP2R5D	6	ENSP00000417963	9633	251
10346	ENSG00000119318	protein_coding	RAD23B	9	ENSP00000350708	9632	251
10347	ENSG00000146707	protein_coding	POMZP3	7	ENSP00000309233	9631	251
10348	ENSG00000135299	protein_coding	ANKRD6	6	ENSP00000430985	9630	251
10349	ENSG00000113522	protein_coding	RAD50	5	ENSP00000368100	9629	251
10350	ENSG00000135541	protein_coding	AHI1	6	ENSP00000356774	9628	251
10351	ENSG00000112293	protein_coding	GPLD1	6	ENSP00000230036	9627	251
